,Date (GMT),Facebook Page,Post ID,Post Type,Post_Message,Tags,Campaign,Comments,Engaged Users,Engagement Rate,Reach,Reactions,Shares,Video Views
1110,2019-03-26 19:07:03,Innovation canadienne,245607425815415_800740173635468,Photo,"Grâce à #CodeCan, le gouvernement du Canada mise sur la réussite des jeunes Canadiens en veillant à ce qu’ils acquièrent les compétences requises pour occuper les emplois de demain. Aujourd’hui, le ministre de l’Innovation, des Sciences et du Développement économique, l’honorable Navdeep Bains, s’est rendu à Mississauga afin d’annoncer l’octroi de nouveaux fonds à ce programme. Ces fonds permettront de donner à 4,8 millions d’élèves canadiens supplémentaires la chance d’acquérir des compétences numériques, et ils permettront de former 160 000 enseignants canadiens d’ici mars 2024.",,,0,5,0.035714,140,4,0,0
1111,2019-03-24 14:00:55,Innovation canadienne,245607425815415_799527740423378,Photo,"Vous êtes sans doute familier avec des notions comme l’#IA, les #donnéesvolumineuses et la #propriétéintellectuelle, mais qu’en est-il vraiment? Ces notions sont-elles liées, et pourquoi devriez-vous vous en préoccuper? 🤔💭  Découvrez-le ici! 👇",,,0,6,0.042857,140,4,1,0
1113,2019-02-25 21:00:43,Innovation canadienne,245607425815415_785271725182313,Photo,"Joignez-vous à nous demain pour le Sommet sur la #qualitédesbrevets! À 10 h 15 (HNE), connectez-vous pour écouter en direct une discussion en groupe sur la technologie et l’inventivité, à laquelle participeront des experts de Google Patents, du Conseil national de recherches du Canada et de l’Office de la propriété intellectuelle du Canada.",,,0,4,0.028986,138,4,0,0
1114,2019-02-11 19:03:54,Innovation canadienne,245607425815415_777248875984598,Photo,Nous aidons les entreprises à se développer et à exporter. #SociétéInnovante,,,0,6,0.059406,101,4,0,0
1115,2019-02-08 16:17:54,Innovation canadienne,245607425815415_775503889492430,Photo,Le ministre Bains était à @uofguelph pour souligner la réalisation de projets d’#infrastructure sur le campus qui appuieront la recherche de pointe de nouvelle génération. Ces projets sont financés au moyen du Fonds d’investissement stratégique pour les établissements postsecondaires du #GC. http://ow.ly/UcAb30nDce4,,,0,7,0.047619,147,4,0,0
1116,2019-01-30 19:01:03,Innovation canadienne,245607425815415_770297033346449,Photo,"Le numérique s’étend à toutes les facettes de la vie. Cela a eu pour effet de décupler les données produites. Cette nouvelle réalité, combinée à des avancées technologiques comme l’IA, est à l’origine d’une révolution dans l’utilisation des mégadonnées. La vue permet d’acquérir plus d’information que tous les autres sens combinés. Apprenez à vous servir de la #visualisationdedonnées pour communiquer ce que vous avez à dire. Découvrez les avantages liés à l’élaboration d’outils interactifs: https://ouvert.canada.ca/fr/visualisation-de-donnees",,,0,6,0.042553,141,4,1,0
1117,2019-01-25 18:58:30,Innovation canadienne,245607425815415_767502140292605,Photo,Le gouvernement du Canada est déterminé à favoriser l’innovation dans l’industrie canadienne des télécommunications. Ses investissements donnent lieu à la création d’emplois bien rémunérés pour la classe moyenne et aident l’industrie à continuer à prospérer dans un marché mondial concurrentiel. ow.ly/F0FG101soKc,,,0,5,0.034483,145,4,0,0
1118,2019-01-18 16:45:51,Innovation canadienne,245607425815415_763530424023110,Photo,"Le Canada se tourne vers l’avenir. Des travaux sont en cours pour diriger la conception de voitures automatisées, branchées et propres. Dites-nous en commentaire les caractéristiques particulières que vous aimeriez voir dans votre voiture de l’avenir! 🚗",,,2,9,0.067669,133,4,0,0
1119,2019-01-17 17:42:52,Innovation canadienne,245607425815415_762986784077474,Photo,"Merci à tous ceux ayant soumis une candidature pour les #PrixduPM 2019!   L’appel de candidatures est maintenant terminé, mais vous pouvez trouver de l’inspiration pour l’an prochain en vous renseignant au sujet des anciens lauréats: http://ow.ly/b8EX30nlW2t",,,0,6,0.043165,139,4,0,0
1120,2019-01-14 21:43:50,Innovation canadienne,245607425815415_761419330900886,Video,#SVAM,,,1,10,0.074627,134,4,1,27
1121,2019-01-08 16:30:12,Innovation canadienne,245607425815415_757812097928276,Photo,"Ne laissez pas votre situation financière vous empêcher de poursuivre vos études. Le gouvernement du Canada présente de l’information sur le financement offert, comme des subventions et des bourses, aux élèves du secondaire ainsi qu’aux étudiants collégiaux et de tous les cycles universitaires. Apprenez-en plus: http://ow.ly/eNtE30neBoy",,,1,5,0.028249,177,4,1,0
1122,2019-07-22 13:58:20,Innovation canadienne,245607425815415_509164023160693,Video,Voyez comment l’appui du #Fondsstratégiquepourlinnovation aide @Alu_Alouette et appuie le secteur canadien de l’aluminium et la création d’emplois de qualité.,,,0,13,0.027083,480,4,1,76
1123,2019-06-13 15:35:50,Innovation canadienne,245607425815415_385732312046865,Video,Le ministre Bains a discuté de la #CharteNumérique du gouvernement du Canada à C2 Montréal. À voir ou à revoir : http://ow.ly/PzcP50uDkfT,,,0,11,0.035256,312,4,1,49
1124,2019-08-20 12:55:50,Canada Business,244892072221776_513183189432886,Video,#Smallbiz is critical to 🇨🇦’s economy!  The Canada Business app makes it easier to find #GoC support and information. Listen to this review from the owner of Sherbrooke Urban Developments.   Google Play:  https://play.google.com/store/apps/ details?id=ca.canada.isedisde.gcbusiness  Apple App Store: https://apps.apple.com/app/ id1458880441,,,2,21,0.036522,575,4,1,102
1125,2019-03-25 13:32:29,Canada Business,244892072221776_392845244872632,Video,"From making the necessary investments to advance our work on cutting #redtape to giving Canadian businesses access to top international talent by making the Global Talent Stream permanent, #YourBudget2019 responds to the issues of small businesses, which are the backbone of our economy.",,,9,28,0.029883,937,4,1,171
1126,2019-06-05 20:30:19,Canada Business,244892072221776_2472959806081647,Photo,@ArcternVC supports startups that are finding innovative solutions to climate change and sustainability problems.,,,9,24,0.026374,910,4,0,0
1127,2019-05-03 17:00:16,Canada Business,244892072221776_2413930061984622,Link,Looking to take your business global? Want to grow your woman-led business? Visit Maclean's to learn about the #InnovationCanada hub and how the government can help you grow. http://ow.ly/SOyA50tWFPR,InnovationCampaign2019,,6,13,0.017356,749,4,1,0
1128,2019-05-02 15:45:11,Canada Business,244892072221776_2411985992179029,Photo,Is your #business experiencing losses despite all of your hard work? Turn things around with the BDC proven approach to business operational efficiency! http://ow.ly/IK1n50tULdm,,,4,15,0.019506,769,4,0,0
1129,2019-04-17 18:00:56,Canada Business,244892072221776_2387970884580540,Photo,"Budget 2019 announced new funding for #CanCode, and the program is now accepting applications.  Are you a not-for-profit organization that offers coding and digital skills learning opportunities to K-12 youth and/or teachers?  Do you have three years of experience delivering these types of programs?  If you answered yes to both questions, you qualify for CanCode funding.  Request an application package today!  http://ow.ly/Xb7N50qtUv7",,,7,22,0.022965,958,4,1,0
1130,2019-04-12 15:45:14,Canada Business,244892072221776_2379870898723872,Photo,Attention all business owners! Not only should you develop a plan to help manage and grow your business but you should also consider the risks that could negatively affect it. Get practical tips on risk management: http://ow.ly/qXov50q05BB #Biztip,,,10,20,0.02181,917,4,0,0
1131,2019-04-02 15:10:09,Canada Business,244892072221776_2364723526905276,Status,"Attention developers, coders and Canadian entrepreneurs: ISED has just launched the #GoC’s first #API Store to help you build new applications and services for Canadians.  Right now, the store has APIs with data on federal corporations, drug products, food nutrients, trademarks, the labour market and more.  Check out the GC API Store today and comment below with what APIs you would like to see in the future: http://ow.ly/w07r30oinga  #GCdigital #CDXP #GCAPIstore",,,7,16,0.05298,302,4,1,0
1132,2019-03-28 15:45:11,Canada Business,244892072221776_2357166937660935,Photo,#YourBudget2019 proposes important investments that will support Indigenous-owned businesses and increase the number of young entrepreneurs. Learn more:  http://ow.ly/qnIA30oeisf,,,7,20,0.028169,710,4,0,0
1133,2019-03-26 15:45:15,Canada Business,244892072221776_2354079154636380,Photo,YourBudget2019 has proposed a $100-million Indigenous Growth Fund that will help Indigenous small businesses attract investment and take on more ambitious projects. Learn more: http://ow.ly/28Xc30ockQ3,,,8,31,0.034216,906,4,3,0
1134,2019-03-13 15:45:06,Canada Business,244892072221776_2334848029892826,Photo,"Build a better business by developing close relationships with mentors, peers and advisors. See how @BDC.ca can help you and your fellow women entrepreneurs: http://ow.ly/So2N30o1WBf",,,5,15,0.01693,886,4,0,0
1135,2019-03-12 15:45:12,Canada Business,244892072221776_2333461726698123,Status,"You may have lost an hour last Sunday for #DaylightSaving, but you’ll save time by visiting #InnovationCanada when looking for ways to grow your #Cdnbiz. http://ow.ly/Kkp630o10ys",InnovationCampaign2019,,5,18,0.022585,797,4,1,0
1136,2019-03-06 16:45:11,Canada Business,244892072221776_2325257344185228,Photo,#Taxseason is officially under way! Not sure where to start when filing your taxes? We’ve created a step-by-step guide to help!  http://ow.ly/cPea30nWCqo @canrevagency,,,2,11,0.015068,730,4,1,0
1137,2019-02-12 01:15:07,Canada Business,244892072221776_2289565611087735,Photo,"Today, Minister Ng was in Montréal to meet with #entrepreneurs and #smallbiz owners to share how the #GoC is supporting them. For starters, expansive new #tradedeals are helping reduce barriers and opening access to new markets, connecting our business owners and their products with over a billion and a half new customers! http://ow.ly/lgZZ30nFd5r",,,5,20,0.023557,849,4,0,0
1138,2019-02-11 21:46:37,Canada Business,244892072221776_2289358194441810,Photo,#DYK that the Government of Canada is reducing over 450 rules that impose a burden on Canadian business owners? http://ow.ly/CZuM30nFcMF,,,5,31,0.028757,1078,4,3,0
1139,2019-02-11 16:45:14,Canada Business,244892072221776_2289017987809164,Photo,A lawyer can help you choose the business structure that best suits your needs! Check out these 5 activities that could benefit from the help of a small business lawyer: http://ow.ly/uwH230nEMg2,,,2,10,0.012674,789,4,0,0
1140,2019-01-28 16:45:14,Canada Business,244892072221776_2267415169969446,Photo,#DYK that about 95% of federal not-for-profit incorporations have been filed through our online service? See what it takes to start your not-for-profit organization. http://ow.ly/XvV930ntKtZ,,,1,18,0.016886,1066,4,0,0
1141,2019-01-15 18:01:03,Canada Business,244892072221776_2248609828516647,Status,"#ICYMI: Watch our episode of #InnovationLive 🎥, we were at Canadian Food Inspection Agency Carling Laboratories. We spoke with Aline Dimitri, Canada’s Deputy Chief Food Safety Officer, about the new #SafeFoodCan Regulations that come into effect starting TODAY.  🍓🔬👩🔬 Check it out: http://ow.ly/Xa0X30nj8cr",,,4,19,0.018646,1019,4,0,0
1142,2019-05-14 16:56:09,Canada Business,244892072221776_2193052350773764,Video,"Wouldn’t it be nice to have a one-stop shop for all the ways government can help you grow your #Cdnbiz? We have the solution for you! #InnovationCanada can help you find funding, advice and everything else government can do for your business.",InnovationCampaign2019,,4,59,0.044195,1335,4,2,331
1143,2019-06-10 17:53:30,Canada Business,244892072221776_2187504984873973,Video,"The #GoC wants to make it easier for your business to access government programs and services. Today, Minister Ng officially launched the new Canada Business App. Download it and discover helpful features like real-time chat and custom notifications.  GooglePlay: http://ow.ly/X1Iu50uAI4A  App Store: http://ow.ly/ff7s50uAI4B",,,2,33,0.037246,886,4,2,179
