Tweet id,Tweet permalink,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements,promoted impressions,promoted engagements,promoted engagement rate,promoted retweets,promoted replies,promoted likes,promoted user profile clicks,promoted url clicks,promoted hashtag clicks,promoted detail expands,promoted permalink clicks,promoted app opens,promoted app installs,promoted follows,promoted email tweet,promoted dial phone,promoted media views,promoted media engagements
1.09761E+18,https://twitter.com/ISED_CA/status/1097609467749908480,Minister Garneau outlines Canada’s success on promoting #AI in all sectors. https://t.co/g1Xgt3N9Zy,2019-02-18 21:31 +0000,2773,38,0.01370357,3,0,5,2,16,0,12,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09756E+18,https://twitter.com/ISED_CA/status/1097556545120940034,We are preparing Canadians for the future of work https://t.co/Ptd2Q4Wi2A #InnovationNation https://t.co/G6GuemaDCX,2019-02-18 18:00 +0000,4732,67,0.014158918,10,1,16,6,17,1,11,0,0,0,0,0,0,453,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09753E+18,https://twitter.com/ISED_CA/status/1097532965935038466,Minister Garneau to join Scale AI CEO to discuss #AI development at @chambremontreal. #superclusters https://t.co/U9JhHAgTWk,2019-02-18 16:27 +0000,2749,38,0.013823208,2,0,3,2,7,1,23,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09681E+18,https://twitter.com/ISED_CA/status/1096812723692888064,#DYK February 16th is #InnovationDay? Learn how the #GoC is stimulating #CdnInnovation across all sectors: https://t.co/MrIpANpd2P #InnovationNation https://t.co/uQvVxtS7Ow,2019-02-16 16:45 +0000,3964,51,0.012865792,8,0,11,2,10,4,12,0,0,0,0,0,0,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09652E+18,https://twitter.com/ISED_CA/status/1096522065044275200,"https://t.co/kJzlaPHsu3
 
Introducing the #WeatherCAN #app by @environmentca ! Just another way #Canada is leading in the #innovationrace! #InnovationNation",2019-02-15 21:30 +0000,3137,14,0.004462863,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.0965E+18,https://twitter.com/ISED_CA/status/1096501879721336833,"Today, Min Bains invites Canadians to join the Board of Directors that oversees the college of #IP agents. #IPstrategy https://t.co/1XuU5sgXiS https://t.co/h3fGV8d0kk",2019-02-15 20:09 +0000,4462,55,0.012326311,6,0,5,0,22,2,11,0,0,0,0,0,0,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09642E+18,https://twitter.com/ISED_CA/status/1096418743922630656,We are laying down the foundation for Canada to remain competitive and succeed in the global economy. https://t.co/Ks7j6RrbZj  #InnovationNation https://t.co/KPxvYd1lDx,2019-02-15 14:39 +0000,6064,55,0.009069921,6,3,12,8,8,1,11,0,0,0,0,0,0,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09615E+18,https://twitter.com/ISED_CA/status/1096152326375649282,"Late stage growthcapital to help firms scale-up
and go global https://t.co/BCqGjNJ3eK #InnovationNation https://t.co/3DIkHD6uzj",2019-02-14 21:00 +0000,4634,35,0.00755287,5,0,6,0,4,0,9,0,0,0,0,0,0,362,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09612E+18,https://twitter.com/ISED_CA/status/1096122168876900353,"We are helping young entrepreneurs start their business. https://t.co/K731EByhM0
#InnovationNation https://t.co/BULr0yJmrR",2019-02-14 19:01 +0000,2343,7,0.002987623,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09577E+18,https://twitter.com/ISED_CA/status/1095767122075107329,"We are preparing Canadians for the future of work! https://t.co/B8FZELkbRT 
#InnovationNation https://t.co/tLwoQLb13i",2019-02-13 19:30 +0000,2891,35,0.012106538,1,0,5,1,14,0,10,0,0,0,0,0,0,357,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09574E+18,https://twitter.com/ISED_CA/status/1095744770792656902,"Today, Min. Bains launched the Patent Collective pilot program to help #SMEs harness #IP. https://t.co/oCXKHgjEGs #IPstrategy https://t.co/Ws8uy1R1b2",2019-02-13 18:01 +0000,4075,85,0.020858896,8,0,9,0,36,1,14,0,0,0,0,0,0,17,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09571E+18,https://twitter.com/ISED_CA/status/1095711237248335872,Late stage growth capital to help firms scale-up and go global https://t.co/yO2PxHXzli #InnovationNation https://t.co/JahFP3HKej,2019-02-13 15:48 +0000,3207,27,0.008419083,4,0,5,1,14,0,0,0,0,0,0,0,0,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09546E+18,https://twitter.com/ISED_CA/status/1095457759313756162,"Bridging science, investment and commercialization. #InnovationNation https://t.co/10Hj4SsGLq https://t.co/GNLhiQjXk3",2019-02-12 23:00 +0000,8195,70,0.008541794,14,1,12,7,20,0,5,0,0,0,0,0,0,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09544E+18,https://twitter.com/ISED_CA/status/1095442587077496833,We are preparing Canadians for the future of work https://t.co/1IOwhrUQkN #InnovationNation https://t.co/KtoekgYrVo,2019-02-12 22:00 +0000,7540,101,0.013395225,11,0,9,19,26,5,13,0,0,0,0,0,0,1271,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09543E+18,https://twitter.com/ISED_CA/status/1095431117979684866,"We are helping businesses grow and export.
https://t.co/pY21wQ2EoK #InnovationNation https://t.co/mLWrxLNYYM",2019-02-12 21:15 +0000,4548,53,0.011653474,4,2,4,5,13,2,5,0,0,0,0,0,0,18,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09542E+18,https://twitter.com/ISED_CA/status/1095421075146579968,Thank you for your support! See more here: https://t.co/q5jA9sHBon #innovationnation https://t.co/L3018RAqlG,2019-02-12 20:35 +0000,4743,30,0.006325111,2,0,7,4,14,1,2,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09542E+18,https://twitter.com/ISED_CA/status/1095418625224294400,"The #cleantech being developed by E3P, @fractalsys, @SultechGlobal &amp; @TRIGbyRail will benefit the oil and gas industry. https://t.co/zJ2jN2p0iG https://t.co/m2Mfcri1ya",2019-02-12 20:25 +0000,4588,75,0.016346992,7,0,5,4,22,0,13,0,0,0,0,0,0,24,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.0954E+18,https://twitter.com/ISED_CA/status/1095397421985730568,New report on how #GoC is building an #InnovationNation https://t.co/VIOphKtJ1V https://t.co/IQE0JuIncp,2019-02-12 19:01 +0000,13939,142,0.010187244,21,1,20,9,48,6,21,0,0,0,0,0,0,16,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09539E+18,https://twitter.com/ISED_CA/status/1095388135465324544,We are leading the digital economy! https://t.co/JgoKMnFoGm #InnovationNation https://t.co/2bzStUi6xO,2019-02-12 18:24 +0000,5876,80,0.013614704,9,1,10,5,26,0,8,0,0,0,0,0,0,21,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09538E+18,https://twitter.com/ISED_CA/status/1095376134261403649,LIVE: Min Bains on building a nation of innovators https://t.co/Rjskb2f7pY,2019-02-12 17:36 +0000,31378,202,0.006437631,15,1,16,24,116,0,30,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09503E+18,https://twitter.com/ISED_CA/status/1095029224132562947,The #GoC is investing to make Canada a leader in innovation &amp; entrepreneurship. We’re pleased to support @EDGE_Sheridan in providing more opportunities for early-stage businesses to access the resources needed to build innovative companies and create jobs https://t.co/wPP39wS1uZ,2019-02-11 18:38 +0000,6689,85,0.01270743,8,0,13,12,25,3,5,0,0,0,0,0,0,19,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09497E+18,https://twitter.com/ISED_CA/status/1094969781739028480,A long-term plan for Canada’s future which puts people at its centre. https://t.co/n1J3KGw6fl https://t.co/6vMiHZpyb3,2019-02-11 14:41 +0000,11295,219,0.01938911,5,1,17,20,108,0,21,0,0,0,0,0,0,47,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09396E+18,https://twitter.com/ISED_CA/status/1093955172785635328,Minister Garneau was at @mydawsoncollege to celebrate its new #infrastructure upgrades on campus https://t.co/XHPFyspGb1 #cdninnovation https://t.co/KPPEtd44Y6,2019-02-08 19:30 +0000,2628,12,0.00456621,0,1,1,2,1,0,7,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09395E+18,https://twitter.com/ISED_CA/status/1093950743520923648,Minister Jordan was at @NSCC_Lunenburg to celebrate the end of construction of a new #infrastructure project: https://t.co/I58QCn2LR3 #cdninnovation https://t.co/UVr0LaSvyQ,2019-02-08 19:12 +0000,6077,51,0.008392299,2,0,6,6,12,0,6,0,0,0,0,0,0,19,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09392E+18,https://twitter.com/ISED_CA/status/1093917803231485952,Min Petitpas Taylor was at @umoncton to celebrate New Brunswick’s 1st transdisciplinary #health #research centre  https://t.co/uNWSJlkTdX  #cdninnovation https://t.co/73G0AyiUAl,2019-02-08 17:01 +0000,2589,28,0.010814986,1,0,0,3,6,0,13,0,0,0,0,0,0,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09391E+18,https://twitter.com/ISED_CA/status/1093909905717805056,Minister Bains was at @uofg to celebrate the completion of #infrastructure projects that are boosting #research &amp; #innovation.  Learn more: https://t.co/H0sP9Bulnl #cdninnovation https://t.co/9ZLTzYNvYY,2019-02-08 16:30 +0000,3167,29,0.009156931,2,0,4,1,9,0,5,0,0,0,0,0,0,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09391E+18,https://twitter.com/ISED_CA/status/1093905200346251264,"Minister Philpott was at @SenecaCollege to celebrate its Centre for #Innovation, #Technology and #Entrepreneurship (CITE)! Learn more: https://t.co/gnDjjcuDxI https://t.co/WufM5bYXQv",2019-02-08 16:11 +0000,17725,27,0.001523272,2,0,4,2,8,0,6,0,0,0,0,0,0,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.0939E+18,https://twitter.com/ISED_CA/status/1093897375507234817,LIVE: Min Bains celebrates #infrastructure @uofg|EN DIRECT: Le min Bains à @uofg pour des projets d’#infrastructure https://t.co/dpzGIlOh1x,2019-02-08 15:40 +0000,2872,32,0.011142061,1,0,5,5,10,0,11,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09359E+18,https://twitter.com/ISED_CA/status/1093585354844717056,Don’t miss a live stream of Min. Bains at @uofg tomorrow at 10:00 a.m.!,2019-02-07 19:00 +0000,2638,14,0.005307051,0,1,3,6,0,0,4,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09322E+18,https://twitter.com/ISED_CA/status/1093223984106221568,Attention all members of the #OpenGov community! You have 5 more days to submit your proposals for the #OGPCanada Summit. We’re excited to see your pitch! https://t.co/f8d996ny1f #OpenGovCan,2019-02-06 19:04 +0000,2692,20,0.007429421,1,0,3,2,8,0,6,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09282E+18,https://twitter.com/ISED_CA/status/1092822726308495361,The Call for Proposals for the 2019 #OGPCanada Summit is open! Apply by February 6: https://t.co/rvUgVYzBzd #OpenGovCan,2019-02-05 16:30 +0000,2281,18,0.007891276,0,0,2,2,7,3,4,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.0926E+18,https://twitter.com/ISED_CA/status/1092597220329902080,Minister Bains highlighted the importance of the video game industry at @ESACanada’s #VideoGames on the Hill event today https://t.co/kuVcFHZv9Z,2019-02-05 01:34 +0000,2641,17,0.006436956,0,0,3,1,7,0,6,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09254E+18,https://twitter.com/ISED_CA/status/1092541099988664320,"The video game industry accounts for 21,700 well-paying jobs and adds $3.7 billion to #Canada’s GDP, with more expected growth each year. #cdninnovation https://t.co/IdBW0Fw7Et",2019-02-04 21:51 +0000,6816,44,0.006455399,8,0,14,2,3,0,7,1,0,0,0,0,0,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09251E+18,https://twitter.com/ISED_CA/status/1092511543768555521,Minister Bains will highlight the importance of the video game industry at @ESACanada’s #VideoGames on the Hill event today.,2019-02-04 19:53 +0000,3114,32,0.010276172,3,0,9,4,0,2,14,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09145E+18,https://twitter.com/ISED_CA/status/1091452335988056064,#CleanGrowthHub is helping Cdn #cleantech companies &amp; researchers identify the right support for their businesses. Congratulations to the Canadian firms recognized on the Global #Cleantech100 List! #Cdnbiz https://t.co/fj66GbNLgJ https://t.co/JxJNtKvSSR,2019-02-01 21:44 +0000,9377,86,0.009171377,13,2,14,4,7,6,27,0,0,0,0,0,0,13,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09143E+18,https://twitter.com/ISED_CA/status/1091426115510505473,The future of #innovation is in #cleantech. Today’s support for @ImtexMembranes will mean cleaner air for Canadians and lower energy use for companies.  https://t.co/fzHyrICZw7,2019-02-01 20:00 +0000,3842,38,0.009890682,3,0,4,2,2,1,26,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09141E+18,https://twitter.com/ISED_CA/status/1091413247591358464,Minister Bains  LIVE at @ImtexMembranes | Le ministre Bains EN DIRECT à @ImtexMembranes https://t.co/Qiuy0qcMmb,2019-02-01 19:09 +0000,2201,16,0.007269423,0,0,1,1,2,0,12,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.09137E+18,https://twitter.com/ISED_CA/status/1091373229506211841,Wondering how your #business is performing compared to the industry average? Use our #opendata to find out more about financial performance in 🇨🇦: https://t.co/nT0pyU2To6 #GCdigital https://t.co/ORFcMhmRST,2019-02-01 16:30 +0000,2844,26,0.009142053,2,0,1,3,5,1,13,0,0,0,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
