Tweet id,Tweet permalink,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements,promoted impressions,promoted engagements,promoted engagement rate,promoted retweets,promoted replies,promoted likes,promoted user profile clicks,promoted url clicks,promoted hashtag clicks,promoted detail expands,promoted permalink clicks,promoted app opens,promoted app installs,promoted follows,promoted email tweet,promoted dial phone,promoted media views,promoted media engagements
1.08382E+18,https://twitter.com/ISED_CA/status/1083818294963044353,"The Digital Literacy Exchange Program supports #DigitalSkills for Cdns who are newly discovering, or haven’t yet discovered, the benefits of being online. https://t.co/01vW1zQUiW",2019-01-11 20:09 +0000,2617,28,0.010699274,1,0,4,2,7,4,1,0,0,0,0,0,0,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.08377E+18,https://twitter.com/ISED_CA/status/1083770646532886528,"#DYK the #GoC uses the power of #data to drive better public policy and services for Cdns? 📊🖥️🤓 Our next #InnoationLive on FB features special guests Anil Arora, Chief Statistician @StatCan_eng, and Graham Flack, Deputy Minister @SocDevSoc. #3GCDC https://t.co/JbtvWX6voc",2019-01-11 17:00 +0000,6556,120,0.018303844,12,0,10,8,3,11,34,0,0,0,1,0,0,41,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.08348E+18,https://twitter.com/ISED_CA/status/1083476101815590912,"PS Lametti was at @yorkuniversity to celebrate the expansion of the @SchulichSchool, one of the university’s recently completed #infrastructure projects. https://t.co/lxxaPVhQUD #Cdninnovation https://t.co/KnV87sBsPQ",2019-01-10 21:30 +0000,2624,22,0.008384146,1,0,3,3,3,1,9,0,0,0,0,0,0,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.08347E+18,https://twitter.com/ISED_CA/status/1083469105544482817,#StrategicInnovationFund investment will help @AlgomaSteelInc secure jobs in the steel industry while supporting #Cdninnovation in Sault Ste. Marie. https://t.co/CzErIM0Kkw,2019-01-10 21:02 +0000,6104,72,0.011795544,7,2,10,7,5,2,9,0,0,0,0,0,0,30,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.08345E+18,https://twitter.com/ISED_CA/status/1083445325011079168,"Min Wilkinson was at @uvic to celebrate the completion of an #infrastructure project, the university’s newly renovated Ocean Climate Campus! https://t.co/SJUtKN3ucc #CdnInnovation https://t.co/GCs34Pm5gS",2019-01-10 19:27 +0000,2283,9,0.003942181,0,0,3,2,3,0,1,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.08304E+18,https://twitter.com/ISED_CA/status/1083039241477808128,Monday is the last day to nominate an outstanding &amp; #innovative educator for the #PMAwards. Don’t miss out on nominating someone for one of  ’s highest teaching honours! https://t.co/dhQUNY4IuM https://t.co/owI92DUMD5,2019-01-09 16:34 +0000,4301,77,0.017902813,4,0,0,1,6,1,63,0,0,0,0,0,0,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.08268E+18,https://twitter.com/ISED_CA/status/1082675851009945603,Are you looking for student #grants and #scholarships? Don’t stress! Check out the #GoC’s #education benefits: https://t.co/kFiQ1XOMcT https://t.co/lXwiH15Zq4,2019-01-08 16:30 +0000,4460,60,0.013452915,9,0,5,5,26,3,8,0,0,0,0,0,0,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.08233E+18,https://twitter.com/ISED_CA/status/1082330246802739202,"The #GoC is investing in the #economy and Cdn #tourism. Coming to #Charlevoix, the very first @ClubMedCanada will highlight #Canada’s best tourism features! Find out more: https://t.co/RSUQWSzTFI https://t.co/51pLxqLN9j",2019-01-07 17:36 +0000,5908,70,0.011848341,8,0,15,2,15,4,21,1,0,0,0,0,0,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.08123E+18,https://twitter.com/ISED_CA/status/1081227798075883520,"New year, new home? Are you thinking about making that big purchase? The #GoC can help! Check out its programs and services: https://t.co/qA9z5UEzSR https://t.co/0O48da23p9",2019-01-04 16:36 +0000,4088,33,0.008072407,4,0,1,2,20,1,3,0,0,0,0,0,0,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.08087E+18,https://twitter.com/ISED_CA/status/1080872202755547136,Is #2019 the year of #travel for you? Say no more! Check out the #GoC’s travel advice to make sure you’re safe and prepared: https://t.co/2QGBa0pUWG https://t.co/YktGod3iB2,2019-01-03 17:03 +0000,2451,24,0.009791922,0,0,2,2,12,0,4,0,0,0,0,0,0,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.0805E+18,https://twitter.com/ISED_CA/status/1080501515545120770,"Canada is continuing its tradition of honouring teaching excellence. Know a deserving candidate? Submit your nomination before January 14, 2019! https://t.co/lm6CxHrMs2 https://t.co/Nnp3XTlmct",2019-01-02 16:30 +0000,3190,29,0.009090909,3,0,4,2,20,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.08014E+18,https://twitter.com/ISED_CA/status/1080139128312942593,"Wishing you a happy and healthy #newyear! Follow our accounts on Facebook (Canadian Innovation), Instagram (@cdninnovation) and LinkedIn to stay up to date with #ISED in 2019. https://t.co/trUEQRBluB",2019-01-01 16:30 +0000,3521,28,0.007952286,2,1,9,9,2,1,2,0,0,0,1,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
